#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_007795.1	2109754	2110164	-	3919153	-	SAOUHSC_02278	YP_500759.1	136	-	ribosomal-protein-alanine acetyltransferase
chr	NC_007795.1	2110191	2110853	-	3919154	-	SAOUHSC_02279	YP_500760.1	220	-	hypothetical protein SAOUHSC_02279
chr	NC_007795.1	2110834	2111268	-	3919155	-	SAOUHSC_02280	YP_500761.1	144	-	hypothetical protein SAOUHSC_02280
chr	NC_007795.1	2111333	2111488	+	3921698	-	SAOUHSC_A02169	YP_500762.1	51	-	hypothetical protein SAOUHSC_A02169
chr	NC_007795.1	2111806	2113494	+	3919156	-	SAOUHSC_02281	YP_500763.1	562	-	dihydroxy-acid dehydratase
chr	NC_007795.1	2113522	2115291	+	3919157	-	SAOUHSC_02282	YP_500764.1	589	-	acetolactate synthase large subunit
chr	NC_007795.1	2115291	2115545	+	3919158	-	SAOUHSC_02283	YP_500765.1	84	-	acetolactate synthase 1 regulatory subunit
chr	NC_007795.1	2115682	2116686	+	3919159	-	SAOUHSC_02284	YP_500766.1	334	-	ketol-acid reductoisomerase
chr	NC_007795.1	2116716	2118245	+	3919160	-	SAOUHSC_02285	YP_500767.1	509	-	2-isopropylmalate synthase
chr	NC_007795.1	2118248	2119294	+	3919161	-	SAOUHSC_02286	YP_500768.1	348	-	3-isopropylmalate dehydrogenase
chr	NC_007795.1	2119308	2120678	+	3919162	-	SAOUHSC_02287	YP_500769.1	456	-	isopropylmalate isomerase large subunit
chr	NC_007795.1	2120679	2121251	+	3919163	leuD	SAOUHSC_02288	YP_500770.1	190	-	isopropylmalate isomerase small subunit
chr	NC_007795.1	2121266	2122534	+	3919164	-	SAOUHSC_02289	YP_500771.1	422	-	threonine dehydratase
chr	NC_007795.1	2128216	2128323	-	3919166	-	SAOUHSC_02294	YP_500773.1	35	-	hypothetical protein SAOUHSC_02294
chr	NC_007795.1	2128897	2129352	-	3919167	-	SAOUHSC_02296	YP_500774.1	151	-	hypothetical protein SAOUHSC_02296
chr	NC_007795.1	2129345	2131495	-	3919168	-	SAOUHSC_02297	YP_500775.1	716	-	S1 RNA-binding domain-containing protein
chr	NC_007795.1	2131929	2132699	-	3919169	-	SAOUHSC_02298	YP_500776.1	256	-	RNA polymerase sigma factor SigB
chr	NC_007795.1	2132674	2133183	-	3919170	-	SAOUHSC_02299	YP_500777.1	169	-	serine-protein kinase RsbW
chr	NC_007795.1	2133155	2133481	-	3919171	-	SAOUHSC_02300	YP_500778.1	108	-	STAS domain-containing protein
chr	NC_007795.1	2134741	2134974	+	3921699	-	SAOUHSC_A02189	YP_500781.1	77	-	hypothetical protein SAOUHSC_A02189
chr	NC_007795.1	2134939	2135301	-	3919174	-	SAOUHSC_02303	YP_500782.1	120	-	hypothetical protein SAOUHSC_02303
chr	NC_007795.1	2135298	2135468	-	3919175	-	SAOUHSC_02304	YP_500783.1	56	-	hypothetical protein SAOUHSC_02304
chr	NC_007795.1	2135553	2136701	-	3920930	-	SAOUHSC_02305	YP_500784.1	382	-	alanine racemase
chr	NC_007795.1	2136767	2137126	-	3920931	acpS	SAOUHSC_02306	YP_500785.1	119	-	4\'-phosphopantetheinyl transferase
chr	NC_007795.1	2137130	2137621	-	3920932	-	SAOUHSC_02307	YP_500786.1	163	-	hypothetical protein SAOUHSC_02307
chr	NC_007795.1	2137608	2139191	-	3920933	-	SAOUHSC_02308	YP_500787.1	527	-	hypothetical protein SAOUHSC_02308
chr	NC_007795.1	2139184	2139663	-	3920934	-	SAOUHSC_02309	YP_500788.1	159	-	hypothetical protein SAOUHSC_02309
chr	NC_007795.1	2139872	2140432	-	3920935	-	SAOUHSC_02310	YP_500789.1	186	-	potassium-transporting ATPase subunit C
chr	NC_007795.1	2140452	2142425	-	3920936	-	SAOUHSC_02311	YP_500790.1	657	-	potassium-transporting ATPase subunit B
chr	NC_007795.1	2142498	2144174	-	3920937	-	SAOUHSC_02312	YP_500791.1	558	-	potassium-transporting ATPase subunit A
chr	NC_007795.1	2144198	2144308	-	3920938	-	SAOUHSC_02313	YP_500792.1	36	-	hypothetical protein SAOUHSC_02313
chr	NC_007795.1	2144446	2147103	+	3920939	-	SAOUHSC_02314	YP_500793.1	885	-	sensor protein KdpD
chr	NC_007795.1	2147103	2147798	+	3920940	-	SAOUHSC_02315	YP_500794.1	231	-	DNA-binding response regulator
chr	NC_007795.1	2148167	2149687	-	3920941	-	SAOUHSC_02316	YP_500795.1	506	-	DEAD-box ATP dependent DNA helicase
chr	NC_007795.1	2150204	2151562	-	3920942	-	SAOUHSC_02317	YP_500796.1	452	-	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanyl ligase
chr	NC_007795.1	2151577	2152647	-	3920943	ddl	SAOUHSC_02318	YP_500797.1	356	-	D-alanyl-alanine synthetase A
chr	NC_007795.1	2152965	2154167	+	3920944	-	SAOUHSC_02319	YP_500798.1	400	-	hypothetical protein SAOUHSC_02319
chr	NC_007795.1	2154431	2154568	-	3920945	-	SAOUHSC_02320	YP_500799.1	45	-	hypothetical protein SAOUHSC_02320
chr	NC_007795.1	2154696	2154905	-	3920946	-	SAOUHSC_02321	YP_500800.1	69	-	hypothetical protein SAOUHSC_02321
chr	NC_007795.1	2154917	2155210	-	3920947	-	SAOUHSC_02322	YP_500801.1	97	-	hypothetical protein SAOUHSC_02322
chr	NC_007795.1	2155376	2156860	+	3920948	-	SAOUHSC_02323	YP_500802.1	494	-	cardiolipin synthetase
chr	NC_007795.1	2156888	2157535	+	3920949	-	SAOUHSC_02324	YP_500803.1	215	-	hypothetical protein SAOUHSC_02324
chr	NC_007795.1	2157595	2157702	-	3920950	-	SAOUHSC_02325	YP_500804.1	35	-	hypothetical protein SAOUHSC_02325
chr	NC_007795.1	2157710	2157802	-	3920951	-	SAOUHSC_02326	YP_500805.1	30	-	hypothetical protein SAOUHSC_02326
chr	NC_007795.1	2158348	2159220	-	3920952	-	SAOUHSC_02327	YP_500806.1	290	-	hypothetical protein SAOUHSC_02327
chr	NC_007795.1	2159306	2159947	-	3920953	thiE	SAOUHSC_02328	YP_500807.1	213	-	thiamine-phosphate pyrophosphorylase
chr	NC_007795.1	2159949	2160740	-	3920954	-	SAOUHSC_02329	YP_500808.1	263	-	hydroxyethylthiazole kinase
chr	NC_007795.1	2160724	2161554	-	3920955	-	SAOUHSC_02330	YP_500809.1	276	-	phosphomethylpyrimidine kinase
chr	NC_007795.1	2161547	2162236	-	3920956	-	SAOUHSC_02331	YP_500810.1	229	-	hypothetical protein SAOUHSC_02331
chr	NC_007795.1	2162336	2162467	-	3920957	-	SAOUHSC_02332	YP_500811.1	43	-	hypothetical protein SAOUHSC_02332
chr	NC_007795.1	2162622	2163317	-	3920958	-	SAOUHSC_02333	YP_500812.1	231	-	transglycosylase SceD
chr	NC_007795.1	2163706	2164101	-	3920959	-	SAOUHSC_02334	YP_500813.1	131	-	bacteriophage L54a single-stranded DNA binding protein
chr	NC_007795.1	2164232	2164735	+	3920960	-	SAOUHSC_02335	YP_500814.1	167	-	hypothetical protein SAOUHSC_02335
chr	NC_007795.1	2164794	2165234	-	3920961	fabZ	SAOUHSC_02336	YP_500815.1	146	-	(3R)-hydroxymyristoyl-ACP dehydratase
chr	NC_007795.1	2165268	2166533	-	3920962	-	SAOUHSC_02337	YP_500816.1	421	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
chr	NC_007795.1	2166644	2166877	-	3920963	-	SAOUHSC_02338	YP_500817.1	77	-	hypothetical protein SAOUHSC_02338
chr	NC_007795.1	2167009	2167101	-	3920964	-	SAOUHSC_02339	YP_500818.1	30	-	hypothetical protein SAOUHSC_02339
chr	NC_007795.1	2167439	2167843	-	3920965	atpC	SAOUHSC_02340	YP_500819.1	134	-	F0F1 ATP synthase subunit epsilon
chr	NC_007795.1	2167863	2169275	-	3920966	-	SAOUHSC_02341	YP_500820.1	470	-	F0F1 ATP synthase subunit beta
chr	NC_007795.1	2169297	2170163	-	3920967	-	SAOUHSC_02343	YP_500821.2	288	-	F0F1 ATP synthase subunit gamma
chr	NC_007795.1	2170194	2171702	-	3920968	-	SAOUHSC_02345	YP_500822.1	502	-	F0F1 ATP synthase subunit alpha
chr	NC_007795.1	2171724	2172263	-	3919390	-	SAOUHSC_02346	YP_500823.1	179	-	F0F1 ATP synthase subunit delta
chr	NC_007795.1	2172263	2172784	-	3919391	-	SAOUHSC_02347	YP_500824.1	173	-	F0F1 ATP synthase subunit B
chr	NC_007795.1	2172982	2173194	-	3919392	-	SAOUHSC_02349	YP_500825.1	70	-	F0F1 ATP synthase subunit C
chr	NC_007795.1	2173237	2173965	-	3919393	-	SAOUHSC_02350	YP_500826.1	242	-	F0F1 ATP synthase subunit A
chr	NC_007795.1	2173986	2174438	-	3919394	-	SAOUHSC_02351	YP_500827.1	150	-	hypothetical protein SAOUHSC_02351
chr	NC_007795.1	2174506	2175633	-	3919395	-	SAOUHSC_02352	YP_500828.1	375	-	UDP-GlcNAc 2-epimerase
chr	NC_007795.1	2175657	2176286	-	3919396	upp	SAOUHSC_02353	YP_500829.1	209	-	uracil phosphoribosyltransferase
chr	NC_007795.1	2176314	2177552	-	3919397	glyA	SAOUHSC_02354	YP_500830.1	412	-	serine hydroxymethyltransferase
chr	NC_007795.1	2177579	2178103	-	3919398	-	SAOUHSC_02355	YP_500831.1	174	-	hypothetical protein SAOUHSC_02355
chr	NC_007795.1	2178210	2178629	-	3919399	-	SAOUHSC_02356	YP_500832.1	139	-	hypothetical protein SAOUHSC_02356
chr	NC_007795.1	2178626	2179723	-	3919400	-	SAOUHSC_02357	YP_500833.1	365	-	hypothetical protein SAOUHSC_02357
chr	NC_007795.1	2179756	2180508	-	3919401	-	SAOUHSC_02358	YP_500834.1	250	-	HemK family modification methylase
chr	NC_007795.1	2180579	2181655	-	3919402	prfA	SAOUHSC_02359	YP_500835.1	358	-	peptide chain release factor 1
chr	NC_007795.1	2181656	2182255	-	3919403	-	SAOUHSC_02360	YP_500836.1	199	-	thymidine kinase
chr	NC_007795.1	2182602	2182856	-	3919404	rpmE2	SAOUHSC_02361	YP_500837.1	84	-	50S ribosomal protein L31 type B
chr	NC_007795.1	2182974	2184290	-	3919405	rho	SAOUHSC_02362	YP_500838.1	438	-	transcription termination factor Rho
chr	NC_007795.1	2184537	2185964	-	3919406	-	SAOUHSC_02363	YP_500839.1	475	-	aldehyde dehydrogenase
chr	NC_007795.1	2186202	2186537	-	3919407	-	SAOUHSC_02364	YP_500840.1	111	-	hypothetical protein SAOUHSC_02364
chr	NC_007795.1	2186626	2187885	-	3919408	-	SAOUHSC_02365	YP_500841.1	419	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
chr	NC_007795.1	2188351	2189211	-	3919409	-	SAOUHSC_02366	YP_500842.1	286	-	fructose-bisphosphate aldolase
chr	NC_007795.1	2189429	2189950	+	3919410	-	SAOUHSC_02367	YP_500843.1	173	-	hypothetical protein SAOUHSC_02367
chr	NC_007795.1	2190059	2191669	-	3919411	pyrG	SAOUHSC_02368	YP_500844.1	536	-	CTP synthetase
chr	NC_007795.1	2192005	2192535	-	3919412	-	SAOUHSC_02369	YP_500845.1	176	-	DNA-directed RNA polymerase subunit delta
chr	NC_007795.1	2192647	2193507	-	3919413	-	SAOUHSC_02370	YP_500846.1	286	-	hypothetical protein SAOUHSC_02370
chr	NC_007795.1	2193931	2194734	+	3919414	-	SAOUHSC_02371	YP_500848.1	267	-	pantothenate kinase
chr	NC_007795.1	2194864	2195535	-	3919415	-	SAOUHSC_02372	YP_500849.1	223	-	hypothetical protein SAOUHSC_02372
chr	NC_007795.1	2195934	2197127	-	3919416	-	SAOUHSC_02373	YP_500850.1	397	-	hypothetical protein SAOUHSC_02373
chr	NC_007795.1	2197127	2198311	-	3919417	-	SAOUHSC_02374	YP_500851.1	394	-	aminobenzoyl-glutamate utilization protein B
chr	NC_007795.1	2198622	2199092	+	3919418	-	SAOUHSC_02375	YP_500852.1	156	-	S-ribosylhomocysteinase
chr	NC_007795.1	2199244	2199594	-	3919419	-	SAOUHSC_02376	YP_500853.1	116	-	hypothetical protein SAOUHSC_02376
chr	NC_007795.1	2199608	2200909	-	3919420	-	SAOUHSC_02377	YP_500854.1	433	-	pyrimidine-nucleoside phosphorylase
chr	NC_007795.1	2200893	2201021	+	3919421	-	SAOUHSC_02378	YP_500855.1	42	-	hypothetical protein SAOUHSC_02378
chr	NC_007795.1	2201188	2201850	-	3919422	-	SAOUHSC_02379	YP_500856.1	220	-	deoxyribose-phosphate aldolase
chr	NC_007795.1	2202165	2202875	+	3919423	deoD	SAOUHSC_02380	YP_500857.1	236	-	purine nucleoside phosphorylase
chr	NC_007795.1	2202996	2203439	-	3919424	-	SAOUHSC_02381	YP_500858.1	147	-	hypothetical protein SAOUHSC_02381
chr	NC_007795.1	2203639	2204052	-	3919425	-	SAOUHSC_02382	YP_500859.1	137	-	hypothetical protein SAOUHSC_02382
chr	NC_007795.1	2204510	2205883	-	3919426	-	SAOUHSC_02383	YP_500860.1	457	-	hypothetical protein SAOUHSC_02383
chr	NC_007795.1	2206555	2206785	-	3919427	-	SAOUHSC_02384	YP_500861.1	76	-	hypothetical protein SAOUHSC_02384
chr	NC_007795.1	2206816	2207673	-	3919428	-	SAOUHSC_02385	YP_500862.1	285	-	mannose-6-phosphate isomerase
chr	NC_007795.1	2207609	2207833	-	3919603	-	SAOUHSC_02386	YP_500863.1	74	-	hypothetical protein SAOUHSC_02386
chr	NC_007795.1	2208190	2208855	-	3919604	-	SAOUHSC_02387	YP_500864.1	221	-	hypothetical protein SAOUHSC_02387
chr	NC_007795.1	2209007	2209327	+	3919605	-	SAOUHSC_02388	YP_500865.1	106	-	hypothetical protein SAOUHSC_02388
chr	NC_007795.1	2209329	2210309	+	3919606	-	SAOUHSC_02389	YP_500866.1	326	-	cation efflux family protein
chr	NC_007795.1	2210575	2211666	+	3919607	-	SAOUHSC_02390	YP_500867.1	363	-	lytic regulatory protein
chr	NC_007795.1	2212109	2212213	-	3919608	-	SAOUHSC_02391	YP_500868.1	34	-	hypothetical protein SAOUHSC_02391
chr	NC_007795.1	2212900	2214036	-	3919610	-	SAOUHSC_02393	YP_500870.1	378	-	hypothetical protein SAOUHSC_02393
chr	NC_007795.1	2214325	2214417	+	3919611	-	SAOUHSC_02394	YP_500871.1	30	-	hypothetical protein SAOUHSC_02394
chr	NC_007795.1	2215122	2215979	-	3919612	-	SAOUHSC_02396	YP_500873.1	285	-	hypothetical protein SAOUHSC_02396
chr	NC_007795.1	2216047	2216829	-	3919613	-	SAOUHSC_02397	YP_500874.1	260	-	ABC transporter ATP-binding protein
chr	NC_007795.1	2217061	2218866	-	3919614	-	SAOUHSC_02399	YP_500875.1	601	-	glucosamine--fructose-6-phosphate aminotransferase
chr	NC_007795.1	2219547	2221085	+	3919615	-	SAOUHSC_02400	YP_500876.1	512	-	PTS system mannitol-specific protein
chr	NC_007795.1	2221120	2223252	+	3919616	-	SAOUHSC_02401	YP_500877.1	710	-	hypothetical protein SAOUHSC_02401
chr	NC_007795.1	2223264	2223698	+	3919617	-	SAOUHSC_02402	YP_500878.1	144	-	PTS system mannitol-specific transporter subunit IIA
chr	NC_007795.1	2223698	2224804	+	3919618	-	SAOUHSC_02403	YP_500879.1	368	-	mannitol-1-phosphate 5-dehydrogenase
chr	NC_007795.1	2225123	2232559	-	3919619	-	SAOUHSC_02404	YP_500880.1	2478	-	hypothetical protein SAOUHSC_02404
chr	NC_007795.1	2232836	2234191	-	3919620	glmM	SAOUHSC_02405	YP_500881.1	451	-	phosphoglucosamine mutase
chr	NC_007795.1	2234218	2235150	-	3919621	-	SAOUHSC_02406	YP_500882.1	310	-	hypothetical protein SAOUHSC_02406
chr	NC_007795.1	2235152	2235961	-	3919622	-	SAOUHSC_02407	YP_500883.1	269	-	hypothetical protein SAOUHSC_02407
chr	NC_007795.1	2236150	2237058	-	3919623	-	SAOUHSC_02409	YP_500884.1	302	-	arginase
chr	NC_007795.1	2238622	2238726	+	3919625	-	SAOUHSC_02411	YP_500886.1	34	-	hypothetical protein SAOUHSC_02411
chr	NC_007795.1	2238752	2238868	-	3919626	-	SAOUHSC_02412	YP_500887.1	38	-	hypothetical protein SAOUHSC_02412
chr	NC_007795.1	2244539	2244724	-	3919627	-	SAOUHSC_02416	YP_500888.1	61	-	hypothetical protein SAOUHSC_02416
chr	NC_007795.1	2246027	2247469	-	3919629	-	SAOUHSC_02418	YP_500890.1	480	-	hypothetical protein SAOUHSC_02418
chr	NC_007795.1	2247791	2248264	-	3919630	-	SAOUHSC_02419	YP_500891.1	157	-	hypothetical protein SAOUHSC_02419
chr	NC_007795.1	2248363	2249706	-	3919631	-	SAOUHSC_02420	YP_500892.1	447	-	hypothetical protein SAOUHSC_02420
chr	NC_007795.1	2249883	2250566	-	3919632	-	SAOUHSC_02422	YP_500893.1	227	-	hypothetical protein SAOUHSC_02422
chr	NC_007795.1	2250585	2251772	-	3919633	-	SAOUHSC_02423	YP_500894.1	395	-	UDP-N-acetylglucosamine pyrophosphorylase
chr	NC_007795.1	2251816	2252331	-	3919634	-	SAOUHSC_02424	YP_500895.1	171	-	hypothetical protein SAOUHSC_02424
chr	NC_007795.1	2252508	2252768	+	3919635	-	SAOUHSC_02425	YP_500896.1	86	-	hypothetical protein SAOUHSC_02425
chr	NC_007795.1	2252900	2254093	-	3919636	-	SAOUHSC_02426	YP_500897.1	397	-	hypothetical protein SAOUHSC_02426
chr	NC_007795.1	2254506	2255474	-	3919637	-	SAOUHSC_02427	YP_500898.1	322	-	hypothetical protein SAOUHSC_02427
chr	NC_007795.1	2255471	2256502	-	3919638	-	SAOUHSC_02428	YP_500899.1	343	-	hypothetical protein SAOUHSC_02428
chr	NC_007795.1	2256514	2257497	-	3919639	-	SAOUHSC_02430	YP_500900.1	327	-	ABC transporter substrate-binding protein
chr	NC_007795.1	2257663	2257788	+	3919640	-	SAOUHSC_02432	YP_500901.1	41	-	hypothetical protein SAOUHSC_02432
chr	NC_007795.1	2257889	2258959	-	3919641	-	SAOUHSC_02433	YP_500902.1	356	-	hypothetical protein SAOUHSC_02433
chr	NC_007795.1	2258966	2260723	-	3918999	-	SAOUHSC_02434	YP_500903.1	585	-	hypothetical protein SAOUHSC_02434
chr	NC_007795.1	2260710	2261903	-	3919000	-	SAOUHSC_02435	YP_500904.1	397	-	hypothetical protein SAOUHSC_02435
chr	NC_007795.1	2262005	2263981	+	3919001	-	SAOUHSC_02436	YP_500905.1	658	-	hypothetical protein SAOUHSC_02436
chr	NC_007795.1	2266097	2266606	-	3919005	-	SAOUHSC_02441	YP_500909.1	169	-	alkaline shock protein 23
chr	NC_007795.1	2266669	2266908	-	3919006	-	SAOUHSC_02442	YP_500910.1	79	-	hypothetical protein SAOUHSC_02442
chr	NC_007795.1	2266921	2267457	-	3919007	-	SAOUHSC_02443	YP_500911.1	178	-	hypothetical protein SAOUHSC_02443
chr	NC_007795.1	2267632	2269194	-	3919008	-	SAOUHSC_02444	YP_500912.1	520	-	BCCT family osmoprotectant transporter
chr	NC_007795.1	2269501	2270502	-	3919009	-	SAOUHSC_02445	YP_500913.1	333	-	hypothetical protein SAOUHSC_02445
chr	NC_007795.1	2270736	2271737	-	3919010	-	SAOUHSC_02447	YP_500914.1	333	-	hypothetical protein SAOUHSC_02447
chr	NC_007795.1	2272020	2272904	-	3919011	-	SAOUHSC_02448	YP_500915.1	294	-	hypothetical protein SAOUHSC_02448
chr	NC_007795.1	2273155	2274567	-	3919012	-	SAOUHSC_02449	YP_500916.1	470	-	6-phospho-beta-galactosidase
chr	NC_007795.1	2274585	2276297	-	3919013	-	SAOUHSC_02450	YP_500917.1	570	-	PTS system lactose-specific transporter subunit IIBC
chr	NC_007795.1	2276303	2276614	-	3919014	-	SAOUHSC_02451	YP_500918.1	103	-	PTS system lactose-specific transporter subunit IIA
chr	NC_007795.1	2276636	2277616	-	3919015	-	SAOUHSC_02452	YP_500919.1	326	-	tagatose 1,6-diphosphate aldolase
chr	NC_007795.1	2277620	2278552	-	3919016	-	SAOUHSC_02453	YP_500920.1	310	-	tagatose-6-phosphate kinase
chr	NC_007795.1	2278565	2279080	-	3919017	-	SAOUHSC_02454	YP_500921.1	171	-	galactose-6-phosphate isomerase subunit LacB
chr	NC_007795.1	2279096	2279524	-	3919018	-	SAOUHSC_02455	YP_500922.1	142	-	galactose-6-phosphate isomerase subunit LacA
chr	NC_007795.1	2279892	2280683	-	3919019	-	SAOUHSC_02456	YP_500923.1	263	-	lactose phosphotransferase system repressor
chr	NC_007795.1	2280889	2281629	+	3919020	-	SAOUHSC_02457	YP_500924.1	246	-	NAD-dependent deacetylase
chr	NC_007795.1	2281666	2281827	+	3921702	-	SAOUHSC_A02331	YP_500925.1	53	-	hypothetical protein SAOUHSC_A02331
chr	NC_007795.1	2281920	2282528	-	3919021	-	SAOUHSC_02458	YP_500926.1	202	-	hypothetical protein SAOUHSC_02458
chr	NC_007795.1	2282790	2282915	-	3919022	-	SAOUHSC_02459	YP_500927.1	41	-	hypothetical protein SAOUHSC_02459
chr	NC_007795.1	2283135	2283983	-	3919023	-	SAOUHSC_02460	YP_500928.1	282	-	hypothetical protein SAOUHSC_02460
chr	NC_007795.1	2284053	2284469	-	3919024	-	SAOUHSC_02461	YP_500929.1	138	-	MerR family transcriptional regulator
chr	NC_007795.1	2284713	2284880	+	3919025	-	SAOUHSC_02462	YP_500930.1	55	-	hypothetical protein SAOUHSC_02462
chr	NC_007795.1	2284877	2287300	+	3919026	-	SAOUHSC_02463	YP_500931.1	807	-	hyaluronate lyase
chr	NC_007795.1	2287360	2288214	-	3919027	-	SAOUHSC_02464	YP_500932.1	284	-	hypothetical protein SAOUHSC_02464
chr	NC_007795.1	2288425	2289240	-	3919028	-	SAOUHSC_02465	YP_500933.1	271	-	hypothetical protein SAOUHSC_02465
chr	NC_007795.1	2290323	2291027	-	3919030	-	SAOUHSC_02467	YP_500935.1	234	-	alpha-acetolactate decarboxylase
chr	NC_007795.1	2291064	2292728	-	3919031	-	SAOUHSC_02468	YP_500936.1	554	-	acetolactate synthase
chr	NC_007795.1	2292961	2293200	+	3919032	-	SAOUHSC_02469	YP_500937.1	79	-	hypothetical protein SAOUHSC_02469
chr	NC_007795.1	2293182	2293364	-	3919033	-	SAOUHSC_02470	YP_500938.1	60	-	hypothetical protein SAOUHSC_02470
chr	NC_007795.1	2293918	2295324	-	3919034	-	SAOUHSC_02471	YP_500939.1	468	-	hypothetical protein SAOUHSC_02471
chr	NC_007795.1	2295453	2296589	-	3919035	-	SAOUHSC_02472	YP_500940.1	378	-	hypothetical protein SAOUHSC_02472
chr	NC_007795.1	2296590	2296682	-	3919036	-	SAOUHSC_02473	YP_500941.1	30	-	hypothetical protein SAOUHSC_02473
chr	NC_007795.1	2296639	2297334	-	3919037	-	SAOUHSC_02474	YP_500942.1	231	-	hypothetical protein SAOUHSC_02474
chr	NC_007795.1	2297395	2297688	-	3920853	-	SAOUHSC_02475	YP_500943.1	97	-	hypothetical protein SAOUHSC_02475
chr	NC_007795.1	2297685	2298782	-	3920854	-	SAOUHSC_02476	YP_500944.1	365	-	hypothetical protein SAOUHSC_02476
chr	NC_007795.1	2299327	2299725	-	3920855	rpsI	SAOUHSC_02477	YP_500946.1	132	-	30S ribosomal protein S9
chr	NC_007795.1	2299739	2300176	-	3920856	rplM	SAOUHSC_02478	YP_500947.1	145	-	50S ribosomal protein L13
chr	NC_007795.1	2300416	2301219	-	3920857	truA	SAOUHSC_02480	YP_500948.1	267	-	tRNA pseudouridine synthase A
chr	NC_007795.1	2301224	2302030	-	3920858	-	SAOUHSC_02481	YP_500949.1	268	-	cobalt transport protein
chr	NC_007795.1	2302020	2302880	-	3920859	cbiO	SAOUHSC_02482	YP_500950.1	286	-	cobalt transporter ATP-binding subunit
chr	NC_007795.1	2302877	2303686	-	3920860	cbiO	SAOUHSC_02483	YP_500951.1	269	-	cobalt transporter ATP-binding subunit
chr	NC_007795.1	2304224	2304592	-	3920861	rplQ	SAOUHSC_02484	YP_500952.1	122	-	50S ribosomal protein L17
chr	NC_007795.1	2304609	2305553	-	3920862	-	SAOUHSC_02485	YP_500953.1	314	-	DNA-directed RNA polymerase subunit alpha
chr	NC_007795.1	2305628	2306017	-	3920863	-	SAOUHSC_02486	YP_500954.1	129	-	30S ribosomal protein S11
chr	NC_007795.1	2306041	2306406	-	3920864	rpsM	SAOUHSC_02487	YP_500955.1	121	-	30S ribosomal protein S13
chr	NC_007795.1	2306429	2306542	-	3920865	rpmJ	SAOUHSC_02488	YP_500956.1	37	-	50S ribosomal protein L36
chr	NC_007795.1	2306574	2306792	-	3920866	infA	SAOUHSC_02489	YP_500957.1	72	-	translation initiation factor IF-1
chr	NC_007795.1	2306985	2307632	-	3920867	adk	SAOUHSC_02490	YP_500958.1	215	-	adenylate kinase
chr	NC_007795.1	2307649	2308941	-	3920868	secY	SAOUHSC_02491	YP_500959.1	430	-	preprotein translocase subunit SecY
chr	NC_007795.1	2308941	2309381	-	3920869	rplO	SAOUHSC_02492	YP_500960.1	146	-	50S ribosomal protein L15
chr	NC_007795.1	2309398	2309577	-	3920870	rpmD	SAOUHSC_02493	YP_500961.1	59	-	50S ribosomal protein L30
chr	NC_007795.1	2309594	2310094	-	3920871	rpsE	SAOUHSC_02494	YP_500962.1	166	-	30S ribosomal protein S5
chr	NC_007795.1	2310115	2310474	-	3920872	rplR	SAOUHSC_02495	YP_500963.1	119	-	50S ribosomal protein L18
chr	NC_007795.1	2310505	2311041	-	3920873	rplF	SAOUHSC_02496	YP_500964.1	178	-	50S ribosomal protein L6
chr	NC_007795.1	2311066	2311464	-	3920874	rpsH	SAOUHSC_02498	YP_500965.1	132	-	30S ribosomal protein S8
chr	NC_007795.1	2311496	2311681	-	3920875	rpsN	SAOUHSC_02499	YP_500966.2	61	-	30S ribosomal protein S14
chr	NC_007795.1	2311704	2312243	-	3920876	rplE	SAOUHSC_02500	YP_500967.1	179	-	50S ribosomal protein L5
chr	NC_007795.1	2312270	2312587	-	3920877	rplX	SAOUHSC_02501	YP_500968.1	105	-	50S ribosomal protein L24
chr	NC_007795.1	2312623	2312991	-	3920878	rplN	SAOUHSC_02502	YP_500969.1	122	-	50S ribosomal protein L14
chr	NC_007795.1	2313023	2313286	-	3920879	rpsQ	SAOUHSC_02503	YP_500970.1	87	-	30S ribosomal protein S17
chr	NC_007795.1	2313310	2313519	-	3920880	-	SAOUHSC_02504	YP_500971.1	69	-	50S ribosomal protein L29
chr	NC_007795.1	2313509	2313943	-	3920881	rplP	SAOUHSC_02505	YP_500972.1	144	-	50S ribosomal protein L16
chr	NC_007795.1	2313946	2314599	-	3920882	rpsC	SAOUHSC_02506	YP_500973.1	217	-	30S ribosomal protein S3
chr	NC_007795.1	2314623	2314976	-	3920883	rplV	SAOUHSC_02507	YP_500974.1	117	-	50S ribosomal protein L22
chr	NC_007795.1	2315005	2315283	-	3920884	rpsS	SAOUHSC_02508	YP_500975.1	92	-	30S ribosomal protein S19
chr	NC_007795.1	2315350	2316183	-	3920885	rplB	SAOUHSC_02509	YP_500976.1	277	-	50S ribosomal protein L2
chr	NC_007795.1	2316216	2316491	-	3920886	rplW	SAOUHSC_02510	YP_500977.1	91	-	50S ribosomal protein L23
chr	NC_007795.1	2316491	2317114	-	3920887	rplD	SAOUHSC_02511	YP_500978.1	207	-	50S ribosomal protein L4
chr	NC_007795.1	2317141	2317803	-	3920888	rplC	SAOUHSC_02512	YP_500979.1	220	-	50S ribosomal protein L3
